"","car.id","time.arrived"
"4088","20151524121519-784","2015-07-24 12:15:00"
"4089","20151525031501-300","2015-09-25 03:15:00"
"4090","20151525031532-107","2015-08-25 15:15:00"
"4091","20151525051529-770","2015-07-25 05:15:00"
"4092","20151525101516-848","2015-06-25 10:15:00"
"4093","20151525111508-450","2015-06-25 11:15:00"
"4094","20151526051501-87","2015-07-26 17:15:00"
"4095","20151526051513-980","2015-06-26 17:15:00"
"4096","20151526061504-680","2015-09-26 06:15:00"
"4097","20151526081503-628","2015-07-26 08:15:00"
"4098","20151526081527-704","2015-09-26 08:15:00"
"4099","20151526091530-569","2015-09-26 09:15:00"
"4100","20151527051554-345","2015-08-27 05:15:00"
"4101","20151527061554-681","2015-10-27 06:15:00"
"4102","20151527071503-446","2015-06-27 07:15:00"
"4103","20151527071538-603","2015-07-27 07:15:00"
"4104","20151527081514-392","2015-06-27 08:15:00"
"4105","20151527101514-475","2015-08-27 10:15:00"
"4106","20151527121503-789","2015-06-27 00:15:00"
"4107","20151528021553-459","2015-05-28 14:15:00"
"4108","20151528041551-821","2015-07-28 16:15:00"
"4109","20151528061507-602","2015-06-28 06:15:00"
"4110","20151528061539-192","2015-07-28 06:15:00"
"4111","20151528071513-888","2015-08-28 07:15:00"
"4112","20151528111524-130","2015-11-28 23:15:00"
"4113","20151529031505-215","2015-07-29 15:15:00"
"4114","20151529051506-307","2015-09-29 17:15:00"
"4115","20151529051508-917","2015-09-29 17:15:00"
"4116","20151529071539-841","2015-09-29 19:15:00"
"4117","20151529081504-641","2015-10-29 08:15:00"
"4118","20151530031532-48","2015-09-30 15:15:00"
"4119","20151530051543-867","2015-08-30 17:15:00"
"4120","20151531021539-858","2015-07-31 14:15:00"
"4121","20151531031549-230","2015-08-31 15:15:00"
"4122","20151531051542-14","2015-10-31 05:15:00"
"4123","20151531051542-946","2015-08-31 17:15:00"
"4124","20151531091529-683","2015-05-31 09:15:00"
"4125","20151531111510-701","2015-08-31 11:15:00"
"4126","20151601021656-196","2015-07-01 14:16:00"
"4127","20151601031629-649","2015-08-01 03:16:00"
"4128","20151601031635-401","2015-07-01 15:16:00"
"4129","20151601031653-102","2015-06-01 15:16:00"
"4130","20151601041600-94","2015-10-01 16:16:00"
"4131","20151601051643-543","2015-10-01 17:16:00"
"4132","20151601071610-352","2015-08-01 07:16:00"
"4133","20151601101604-955","2015-08-01 10:16:00"
"4134","20151601101614-646","2015-07-01 10:16:00"
"4135","20151602021614-218","2015-06-02 14:16:00"
"4136","20151602031635-816","2015-07-02 15:16:00"
"4137","20151602031658-446","2015-06-02 15:16:00"
"4138","20151602061643-167","2015-08-02 06:16:00"
"4139","20151602071621-654","2015-05-02 07:16:00"
"4140","20151602071627-36","2015-05-02 19:16:00"
"4141","20151602091615-940","2015-06-02 09:16:00"
"4142","20151602101636-583","2015-06-02 10:16:00"
"4143","20151602121624-797","2015-07-02 12:16:00"
"4144","20151602121645-871","2015-10-02 12:16:00"
"4145","20151603031651-532","2015-06-03 03:16:00"
"4146","20151603041648-438","2015-07-03 16:16:00"
"4147","20151603041648-814","2015-07-03 16:16:00"
"4148","20151603051629-978","2015-07-03 17:16:00"
"4149","20151603061611-545","2015-08-03 06:16:00"
"4150","20151603061640-724","2015-07-03 06:16:00"
"4151","20151603061654-187","2015-08-03 06:16:00"
"4152","20151603101648-227","2015-07-03 10:16:00"
"4153","20151604011635-266","2015-05-04 13:16:00"
"4154","20151604021625-197","2015-10-04 14:16:00"
"4155","20151604031616-721","2015-06-04 15:16:00"
"4156","20151604041618-562","2015-08-04 16:16:00"
"4157","20151604081602-122","2015-06-04 08:16:00"
"4158","20151604081612-669","2015-07-04 08:16:00"
"4159","20151604091656-972","2015-07-04 09:16:00"
"4160","20151604111624-415","2015-09-04 11:16:00"
"4161","20151605061605-159","2015-08-05 06:16:00"
"4162","20151605071639-764","2015-09-05 07:16:00"
"4163","20151605081652-828","2015-09-05 08:16:00"
"4164","20151605091611-743","2015-08-05 21:16:00"
"4165","20151606021642-600","2015-09-06 14:16:00"
"4166","20151606031633-30","2015-08-06 15:16:00"
"4167","20151606031654-707","2015-10-06 15:16:00"
"4168","20151606071628-927","2015-06-06 19:16:00"
"4169","20151606081628-560","2015-08-06 08:16:00"
"4170","20151606091653-198","2015-06-06 09:16:00"
"4171","20151606101600-597","2015-05-06 10:16:00"
"4172","20151607011652-132","2015-08-07 13:16:00"
"4173","20151607031638-902","2015-08-07 15:16:00"
"4174","20151607041603-377","2015-07-07 16:16:00"
"4175","20151607051607-228","2015-07-07 05:16:00"
"4176","20151607061603-978","2015-07-07 18:16:00"
"4177","20151607061640-872","2015-08-07 06:16:00"
"4178","20151607071627-500","2015-08-07 07:16:00"
"4179","20151607081638-405","2015-05-07 08:16:00"
"4180","20151608011609-774","2015-06-08 01:16:00"
"4181","20151608051630-185","2015-05-08 05:16:00"
"4182","20151608061603-479","2015-08-08 06:16:00"
"4183","20151608091658-472","2015-08-08 09:16:00"
"4184","20151608111612-218","2015-06-08 11:16:00"
"4185","20151609011606-651","2015-07-09 01:16:00"
"4186","20151609011626-759","2015-06-09 13:16:00"
"4187","20151609061625-849","2015-05-09 18:16:00"
"4188","20151609081657-851","2015-06-09 08:16:00"
"4189","20151609111645-563","2015-10-09 11:16:00"
"4190","20151610011624-428","2015-07-10 13:16:00"
"4191","20151610031632-225","2015-10-10 15:16:00"
"4192","20151610051648-803","2015-07-10 17:16:00"
"4193","20151610081616-401","2015-08-10 08:16:00"
"4194","20151610081659-443","2015-07-10 08:16:00"
"4195","20151611051619-74","2015-07-11 17:16:00"
"4196","20151611051647-681","2015-06-11 17:16:00"
"4197","20151611061644-777","2015-08-11 18:16:00"
"4198","20151611071602-941","2015-11-11 07:16:00"
"4199","20151611081603-412","2015-09-11 08:16:00"
"4200","20151611081647-123","2015-05-11 20:16:00"
"4201","20151611101618-274","2015-06-11 10:16:00"
"4202","20151611101618-605","2015-12-11 10:16:00"
"4203","20151611111649-796","2015-07-11 11:16:00"
"4204","20151611121645-733","2015-09-11 12:16:00"
"4205","20151612031639-61","2015-07-12 15:16:00"
"4206","20151612041658-450","2015-05-12 16:16:00"
"4207","20151612061616-167","2015-10-12 06:16:00"
"4208","20151612061624-150","2015-07-12 06:16:00"
"4209","20151612061633-319","2015-05-12 06:16:00"
"4210","20151612071620-287","2015-07-12 07:16:00"
"4211","20151612081618-367","2015-07-12 08:16:00"
"4212","20151612081630-430","2015-07-12 08:16:00"
"4213","20151612101618-908","2015-07-12 10:16:00"
"4214","20151612121604-72","2015-08-12 12:16:00"
"4215","20151612121615-643","2015-05-12 00:16:00"
"4216","20151612121629-412","2015-06-12 00:16:00"
"4217","20151612121658-752","2015-08-12 12:16:00"
"4218","20151613011610-242","2015-12-13 01:16:00"
"4219","20151613011638-124","2015-06-13 01:16:00"
"4220","20151613021630-650","2015-05-13 14:16:00"
"4221","20151613031640-694","2015-05-13 15:16:00"
"4222","20151613061633-182","2015-07-13 06:16:00"
"4223","20151613061634-340","2015-11-13 06:16:00"
"4224","20151613071616-304","2015-05-13 19:16:00"
"4225","20151613091621-285","2015-06-13 09:16:00"
"4226","20151613091635-490","2015-06-13 21:16:00"
"4227","20151613111653-93","2015-05-13 11:16:00"
"4228","20151614011644-131","2015-05-14 13:16:00"
"4229","20151614011649-199","2015-06-14 13:16:00"
"4230","20151614051608-921","2015-06-14 05:16:00"
"4231","20151614061628-86","2015-07-14 06:16:00"
"4232","20151614071608-934","2015-07-14 07:16:00"
"4233","20151614071616-110","2015-09-14 07:16:00"
"4234","20151614091646-956","2015-06-14 09:16:00"
"4235","20151614121612-952","2015-08-14 12:16:00"
"4236","20151615011608-528","2015-06-15 13:16:00"
"4237","20151615031620-662","2015-05-15 03:16:00"
"4238","20151615061625-429","2015-06-15 06:16:00"
"4239","20151616021636-386","2015-06-16 14:16:00"
"4240","20151616051638-682","2015-08-16 17:16:00"
"4241","20151616061611-647","2015-06-16 06:16:00"
"4242","20151616071624-579","2015-06-16 19:16:00"
"4243","20151616071648-361","2015-08-16 19:16:00"
"4244","20151616091623-588","2015-08-16 09:16:00"
"4245","20151616091632-393","2015-11-16 09:16:00"
"4246","20151616101657-764","2015-06-16 22:16:00"
"4247","20151616111617-168","2015-05-16 23:16:00"
"4248","20151617011611-701","2015-07-17 13:16:00"
"4249","20151617021605-748","2015-09-17 14:16:00"
"4250","20151617021606-104","2015-09-17 14:16:00"
"4251","20151617051603-789","2015-06-17 17:16:00"
"4252","20151617071647-820","2015-05-17 07:16:00"
"4253","20151617081652-70","2015-07-17 08:16:00"
"4254","20151617101635-486","2015-05-17 10:16:00"
"4255","20151617121648-62","2015-07-17 12:16:00"
"4256","20151618021648-198","2015-07-18 14:16:00"
"4257","20151618051609-530","2015-07-18 17:16:00"
"4258","20151618061607-618","2015-08-18 18:16:00"
"4259","20151618071600-327","2015-09-18 07:16:00"
"4260","20151619021612-46","2015-09-19 14:16:00"
"4261","20151619061642-149","2015-06-19 06:16:00"
"4262","20151619071622-794","2015-06-19 07:16:00"
"4263","20151619081627-523","2015-08-19 08:16:00"
"4264","20151619091605-574","2015-05-19 09:16:00"
"4265","20151619091608-327","2015-09-19 09:16:00"
"4266","20151619091644-457","2015-08-19 21:16:00"
"4267","20151619091658-670","2015-06-19 09:16:00"
"4268","20151619111615-309","2015-05-19 23:16:00"
"4269","20151619111656-337","2015-09-19 11:16:00"
"4270","20151620061621-385","2015-08-20 06:16:00"
"4271","20151620061659-448","2015-10-20 06:16:00"
"4272","20151620081616-194","2015-05-20 20:16:00"
"4273","20151620101652-108","2015-07-20 10:16:00"
"4274","20151621011611-3","2015-07-21 13:16:00"
"4275","20151621011631-58","2015-06-21 13:16:00"
"4276","20151621021621-233","2015-05-21 14:16:00"
"4277","20151621031610-102","2015-07-21 15:16:00"
"4278","20151621031648-283","2015-07-21 15:16:00"
"4279","20151621041636-903","2015-07-21 16:16:00"
"4280","20151621041638-653","2015-05-21 16:16:00"
"4281","20151621041656-716","2015-06-21 04:16:00"
"4282","20151621071645-193","2015-07-21 07:16:00"
"4283","20151621081613-981","2015-11-21 20:16:00"
"4284","20151621081633-895","2015-08-21 08:16:00"
"4285","20151621091605-465","2015-07-21 09:16:00"
"4286","20151621111640-814","2015-06-21 23:16:00"
"4287","20151621121625-608","2015-07-21 12:16:00"
"4288","20151622031611-284","2015-10-22 15:16:00"
"4289","20151622031619-590","2015-06-22 15:16:00"
"4290","20151622041646-326","2015-07-22 16:16:00"
"4291","20151622071609-320","2015-08-22 07:16:00"
"4292","20151622071609-598","2015-08-22 19:16:00"
"4293","20151622071620-348","2015-06-22 07:16:00"
"4294","20151622081618-495","2015-08-22 08:16:00"
"4295","20151622101630-477","2015-08-22 10:16:00"
"4296","20151622101656-331","2015-08-22 10:16:00"
"4297","20151622111658-627","2015-07-22 11:16:00"
"4298","20151622121602-494","2015-07-22 12:16:00"
"4299","20151623031635-474","2015-05-23 15:16:00"
"4300","20151623031639-511","2015-07-23 03:16:00"
"4301","20151623041622-269","2015-08-23 16:16:00"
"4302","20151623041644-600","2015-09-23 16:16:00"
"4303","20151623051636-911","2015-06-23 17:16:00"
"4304","20151623061604-714","2015-08-23 06:16:00"
"4305","20151623071615-935","2015-07-23 07:16:00"
"4306","20151623091621-956","2015-07-23 09:16:00"
"4307","20151623101605-757","2015-07-23 22:16:00"
"4308","20151623111631-719","2015-09-23 11:16:00"
"4309","20151623111635-221","2015-11-23 23:16:00"
"4310","20151624021626-982","2015-07-24 02:16:00"
"4311","20151624031658-684","2015-07-24 15:16:00"
"4312","20151624051659-955","2015-08-24 17:16:00"
"4313","20151624061651-753","2015-08-24 06:16:00"
"4314","20151624071616-309","2015-07-24 19:16:00"
"4315","20151624101641-279","2015-08-24 10:16:00"
"4316","20151624121637-939","2015-05-24 12:16:00"
"4317","20151625011628-348","2015-08-25 13:16:00"
"4318","20151625021614-449","2015-06-25 14:16:00"
"4319","20151625021627-767","2015-08-25 14:16:00"
"4320","20151625031626-950","2015-08-25 15:16:00"
"4321","20151625041628-460","2015-10-25 16:16:00"
"4322","20151625041658-913","2015-09-25 16:16:00"
"4323","20151625071637-666","2015-07-25 19:16:00"
"4324","20151625081606-434","2015-05-25 08:16:00"
"4325","20151625101651-52","2015-06-25 10:16:00"
"4326","20151625121635-837","2015-08-25 12:16:00"
"4327","20151626021639-5","2015-07-26 14:16:00"
"4328","20151626021659-342","2015-09-26 14:16:00"
"4329","20151626061634-437","2015-06-26 18:16:00"
"4330","20151626061648-946","2015-06-26 06:16:00"
"4331","20151626071648-759","2015-08-26 07:16:00"
"4332","20151626071649-847","2015-09-26 07:16:00"
"4333","20151626121657-196","2015-07-26 12:16:00"
"4334","20151627021611-237","2015-05-27 14:16:00"
"4335","20151627031600-619","2015-07-27 03:16:00"
"4336","20151627061623-296","2015-05-27 06:16:00"
"4337","20151627081615-572","2015-11-27 08:16:00"
"4338","20151627111655-590","2015-07-27 11:16:00"
"4339","20151627121622-355","2015-05-27 12:16:00"
"4340","20151628041640-401","2015-09-28 16:16:00"
"4341","20151628071608-385","2015-09-28 07:16:00"
"4342","20151628111650-794","2015-08-28 11:16:00"
"4343","20151629031626-475","2015-10-29 03:16:00"
"4344","20151629051601-936","2015-08-29 05:16:00"
"4345","20151629061638-988","2015-05-29 18:16:00"
"4346","20151629071612-80","2015-06-29 07:16:00"
"4347","20151629071622-521","2015-09-29 07:16:00"
"4348","20151629081640-992","2015-08-29 08:16:00"
"4349","20151629101604-17","2015-08-29 10:16:00"
"4350","20151629101611-370","2015-08-29 10:16:00"
"4351","20151629111604-526","2015-07-29 23:16:00"
"4352","20151629121627-214","2015-06-29 12:16:00"
"4353","20151629121653-371","2015-09-29 00:16:00"
"4354","20151630031606-854","2015-05-30 15:16:00"
"4355","20151630041632-789","2015-07-30 16:16:00"
"4356","20151630081603-922","2015-07-30 08:16:00"
"4357","20151630081653-901","2015-07-30 08:16:00"
"4358","20151630101656-555","2015-08-30 10:16:00"
"4359","20151630121637-711","2015-07-30 12:16:00"
"4360","20151630121648-874","2015-05-30 00:16:00"
"4361","20151631011605-555","2015-05-31 13:16:00"
"4362","20151631011622-538","2015-08-31 13:16:00"
"4363","20151631031602-96","2015-07-31 15:16:00"
"4364","20151631041644-215","2015-08-31 16:16:00"
"4365","20151701021704-457","2015-10-01 14:17:00"
"4366","20151701021715-940","2015-08-01 02:17:00"
"4367","20151701061719-611","2015-05-01 06:17:00"
"4368","20151701071703-253","2015-07-01 19:17:00"
"4369","20151701071741-626","2015-07-01 07:17:00"
"4370","20151701091728-197","2015-07-01 09:17:00"
"4371","20151701091730-48","2015-07-01 09:17:00"
"4372","20151701101717-179","2015-11-01 10:17:00"
"4373","20151701101744-794","2015-08-01 22:17:00"
"4374","20151701111705-969","2015-10-01 11:17:00"
"4375","20151701111735-536","2015-12-01 23:17:00"
"4376","20151701121719-196","2015-06-01 00:17:00"
"4377","20151701121734-114","2015-11-01 00:17:00"
"4378","20151701121746-803","2015-06-01 12:17:00"
"4379","20151702031733-230","2015-07-02 15:17:00"
"4380","20151703031712-494","2015-07-03 15:17:00"
"4381","20151703041708-748","2015-10-03 16:17:00"
"4382","20151703041729-413","2015-07-03 16:17:00"
"4383","20151703071734-903","2015-09-03 19:17:00"
"4384","20151703081723-858","2015-09-03 08:17:00"
"4385","20151703081750-866","2015-06-03 08:17:00"
"4386","20151703101707-426","2015-09-03 10:17:00"
"4387","20151703121720-618","2015-05-03 00:17:00"
"4388","20151703121746-96","2015-09-03 12:17:00"
"4389","20151704011709-810","2015-08-04 13:17:00"
"4390","20151704021745-210","2015-05-04 02:17:00"
"4391","20151704031734-414","2015-08-04 03:17:00"
"4392","20151704041709-562","2015-07-04 16:17:00"
"4393","20151704041733-844","2015-07-04 16:17:00"
"4394","20151704051706-78","2015-07-04 17:17:00"
"4395","20151704061733-850","2015-08-04 06:17:00"
"4396","20151704071753-165","2015-07-04 07:17:00"
"4397","20151704091740-106","2015-09-04 09:17:00"
"4398","20151704111727-901","2015-08-04 11:17:00"
"4399","20151704111744-144","2015-10-04 11:17:00"
"4400","20151705021700-731","2015-12-05 02:17:00"
"4401","20151705031703-749","2015-05-05 03:17:00"
"4402","20151705051728-150","2015-06-05 17:17:00"
"4403","20151705061705-625","2015-07-05 18:17:00"
"4404","20151705081717-385","2015-07-05 08:17:00"
"4405","20151705081753-773","2015-09-05 08:17:00"
"4406","20151705091722-67","2015-07-05 09:17:00"
"4407","20151705111738-293","2015-06-05 23:17:00"
"4408","20151706041715-288","2015-09-06 16:17:00"
"4409","20151706051739-382","2015-10-06 05:17:00"
"4410","20151706071728-676","2015-07-06 07:17:00"
"4411","20151706081728-645","2015-06-06 20:17:00"
"4412","20151706101738-245","2015-06-06 22:17:00"
"4413","20151706101742-248","2015-10-06 10:17:00"
"4414","20151706121739-14","2015-08-06 00:17:00"
"4415","20151707041712-312","2015-08-07 16:17:00"
"4416","20151707041752-71","2015-07-07 04:17:00"
"4417","20151707051702-432","2015-07-07 17:17:00"
"4418","20151707051709-188","2015-06-07 17:17:00"
"4419","20151707051753-540","2015-10-07 17:17:00"
"4420","20151707061706-226","2015-06-07 06:17:00"
"4421","20151707081739-907","2015-08-07 08:17:00"
"4422","20151707101746-939","2015-06-07 22:17:00"
"4423","20151707111715-550","2015-10-07 11:17:00"
"4424","20151708021738-621","2015-06-08 14:17:00"
"4425","20151708041746-192","2015-09-08 16:17:00"
"4426","20151708081720-837","2015-09-08 20:17:00"
"4427","20151708101713-388","2015-08-08 10:17:00"
"4428","20151708101735-197","2015-09-08 10:17:00"
"4429","20151708111710-843","2015-08-08 11:17:00"
"4430","20151708121705-165","2015-09-08 00:17:00"
"4431","20151708121720-605","2015-06-08 12:17:00"
"4432","20151709031711-971","2015-06-09 15:17:00"
"4433","20151709031747-775","2015-09-09 03:17:00"
"4434","20151709071708-623","2015-05-09 19:17:00"
"4435","20151709081703-888","2015-07-09 08:17:00"
"4436","20151709091702-944","2015-05-09 09:17:00"
"4437","20151709101723-830","2015-06-09 22:17:00"
"4438","20151709101746-425","2015-07-09 10:17:00"
"4439","20151709111713-199","2015-08-09 23:17:00"
"4440","20151709111735-195","2015-07-09 11:17:00"
"4441","20151709121709-263","2015-07-09 12:17:00"
"4442","20151710021746-134","2015-07-10 14:17:00"
"4443","20151710031722-962","2015-09-10 15:17:00"
"4444","20151710041718-269","2015-07-10 16:17:00"
"4445","20151710051755-835","2015-07-10 17:17:00"
"4446","20151710081734-100","2015-07-10 08:17:00"
"4447","20151710081736-544","2015-07-10 08:17:00"
"4448","20151710081754-167","2015-06-10 08:17:00"
"4449","20151710111713-168","2015-08-10 11:17:00"
"4450","20151710121709-837","2015-06-10 12:17:00"
"4451","20151711011732-63","2015-06-11 13:17:00"
"4452","20151711021720-756","2015-06-11 14:17:00"
"4453","20151711021723-592","2015-08-11 14:17:00"
"4454","20151711031713-662","2015-09-11 15:17:00"
"4455","20151711051741-464","2015-08-11 17:17:00"
"4456","20151711061722-116","2015-09-11 06:17:00"
"4457","20151711071703-72","2015-08-11 07:17:00"
"4458","20151711081724-536","2015-07-11 08:17:00"
"4459","20151711091708-973","2015-06-11 09:17:00"
"4460","20151711091716-66","2015-06-11 21:17:00"
"4461","20151711101721-357","2015-07-11 10:17:00"
"4462","20151711111714-748","2015-06-11 23:17:00"
"4463","20151712051721-6","2015-06-12 17:17:00"
"4464","20151712061733-488","2015-10-12 06:17:00"
"4465","20151712061745-29","2015-09-12 06:17:00"
"4466","20151712081729-791","2015-08-12 08:17:00"
"4467","20151712081746-902","2015-08-12 08:17:00"
"4468","20151712081751-931","2015-06-12 08:17:00"
"4469","20151712101734-998","2015-09-12 22:17:00"
"4470","20151712111744-380","2015-08-12 11:17:00"
"4471","20151713011710-914","2015-07-13 13:17:00"
"4472","20151713041735-900","2015-07-13 16:17:00"
"4473","20151713061726-223","2015-09-13 06:17:00"
"4474","20151713071733-979","2015-09-13 07:17:00"
"4475","20151713081738-591","2015-09-13 08:17:00"
"4476","20151713081751-615","2015-09-13 08:17:00"
"4477","20151713081752-56","2015-08-13 08:17:00"
"4478","20151713111750-937","2015-09-13 11:17:00"
"4479","20151714011753-328","2015-09-14 13:17:00"
"4480","20151714021701-680","2015-09-14 14:17:00"
"4481","20151714031721-948","2015-05-14 03:17:00"
"4482","20151714041736-450","2015-07-14 16:17:00"
"4483","20151714061741-876","2015-09-14 18:17:00"
"4484","20151714061754-756","2015-08-14 06:17:00"
"4485","20151714071756-170","2015-07-14 19:17:00"
"4486","20151714081717-477","2015-08-14 08:17:00"
"4487","20151714101756-632","2015-07-14 22:17:00"
"4488","20151715011755-827","2015-08-15 13:17:00"
"4489","20151715021754-464","2015-09-15 14:17:00"
"4490","20151715031713-676","2015-06-15 15:17:00"
"4491","20151715041752-244","2015-07-15 16:17:00"
"4492","20151715071752-15","2015-06-15 19:17:00"
"4493","20151715111719-318","2015-09-15 11:17:00"
"4494","20151716011707-992","2015-06-16 13:17:00"
"4495","20151716011720-984","2015-06-16 01:17:00"
"4496","20151716021749-651","2015-08-16 14:17:00"
"4497","20151716021752-994","2015-09-16 02:17:00"
"4498","20151716051736-410","2015-09-16 05:17:00"
"4499","20151716071747-621","2015-08-16 07:17:00"
"4500","20151716081718-203","2015-06-16 20:17:00"
"4501","20151716081734-269","2015-09-16 20:17:00"
"4502","20151716101753-304","2015-09-16 10:17:00"
"4503","20151716121722-464","2015-12-16 12:17:00"
"4504","20151717021725-292","2015-07-17 14:17:00"
"4505","20151717051708-679","2015-08-17 05:17:00"
"4506","20151717051751-396","2015-09-17 05:17:00"
"4507","20151717061717-630","2015-08-17 06:17:00"
"4508","20151717061735-632","2015-10-17 06:17:00"
"4509","20151717071728-569","2015-06-17 07:17:00"
"4510","20151717101752-508","2015-05-17 10:17:00"
"4511","20151717111727-753","2015-11-17 23:17:00"
"4512","20151717121704-659","2015-07-17 12:17:00"
"4513","20151717121711-600","2015-12-17 00:17:00"
"4514","20151718011738-309","2015-09-18 01:17:00"
"4515","20151718051724-967","2015-08-18 17:17:00"
"4516","20151718101744-247","2015-06-18 10:17:00"
"4517","20151718121705-459","2015-07-18 12:17:00"
"4518","20151718121757-2","2015-08-18 12:17:00"
"4519","20151719021722-253","2015-08-19 14:17:00"
"4520","20151719031705-396","2015-09-19 15:17:00"
"4521","20151719041717-410","2015-07-19 16:17:00"
"4522","20151719041725-731","2015-07-19 16:17:00"
"4523","20151719081739-523","2015-05-19 20:17:00"
"4524","20151719111714-100","2015-05-19 23:17:00"
"4525","20151720071710-178","2015-06-20 07:17:00"
"4526","20151720081740-125","2015-06-20 08:17:00"
"4527","20151720091715-120","2015-07-20 09:17:00"
"4528","20151720091715-321","2015-06-20 09:17:00"
"4529","20151720101733-225","2015-09-20 22:17:00"
"4530","20151720101759-16","2015-08-20 10:17:00"
"4531","20151721031718-777","2015-10-21 03:17:00"
"4532","20151721041729-734","2015-08-21 16:17:00"
"4533","20151721091717-824","2015-07-21 09:17:00"
"4534","20151721101734-95","2015-08-21 22:17:00"
"4535","20151721111744-664","2015-07-21 11:17:00"
"4536","20151722011714-504","2015-10-22 01:17:00"
"4537","20151722021752-58","2015-08-22 14:17:00"
"4538","20151722031711-894","2015-06-22 15:17:00"
"4539","20151722031720-165","2015-08-22 03:17:00"
"4540","20151722051720-973","2015-07-22 17:17:00"
"4541","20151722051724-428","2015-06-22 17:17:00"
"4542","20151722061712-453","2015-08-22 06:17:00"
"4543","20151722061721-346","2015-07-22 06:17:00"
"4544","20151722091759-375","2015-07-22 09:17:00"
"4545","20151722101713-627","2015-07-22 10:17:00"
"4546","20151722101732-165","2015-06-22 10:17:00"
"4547","20151723021731-292","2015-06-23 14:17:00"
"4548","20151723021731-685","2015-07-23 14:17:00"
"4549","20151723051709-947","2015-08-23 17:17:00"
"4550","20151723051740-30","2015-09-23 17:17:00"
"4551","20151723061708-6","2015-10-23 06:17:00"
"4552","20151723061732-246","2015-06-23 06:17:00"
"4553","20151723091752-582","2015-07-23 09:17:00"
"4554","20151723111733-148","2015-08-23 11:17:00"
"4555","20151724011744-503","2015-08-24 13:17:00"
"4556","20151724021705-148","2015-06-24 14:17:00"
"4557","20151724031732-555","2015-07-24 15:17:00"
"4558","20151724061714-521","2015-08-24 06:17:00"
"4559","20151724081751-413","2015-07-24 08:17:00"
"4560","20151724101727-825","2015-09-24 10:17:00"
"4561","20151724111708-22","2015-08-24 23:17:00"
"4562","20151725011750-852","2015-07-25 13:17:00"
"4563","20151725031714-305","2015-10-25 15:17:00"
"4564","20151725041726-478","2015-07-25 16:17:00"
"4565","20151725061739-591","2015-08-25 06:17:00"
"4566","20151725071716-115","2015-08-25 07:17:00"
"4567","20151725071728-305","2015-06-25 07:17:00"
"4568","20151725081732-573","2015-05-25 20:17:00"
"4569","20151725091708-32","2015-08-25 09:17:00"
"4570","20151726051745-318","2015-09-26 17:17:00"
"4571","20151726061723-136","2015-07-26 06:17:00"
"4572","20151726061756-646","2015-07-26 06:17:00"
"4573","20151726071747-488","2015-06-26 07:17:00"
"4574","20151726081706-525","2015-10-26 20:17:00"
"4575","20151726101752-323","2015-07-26 10:17:00"
"4576","20151726111704-117","2015-08-26 11:17:00"
"4577","20151726121746-942","2015-08-26 12:17:00"
"4578","20151727021712-641","2015-09-27 14:17:00"
"4579","20151727031721-626","2015-07-27 03:17:00"
"4580","20151727081727-53","2015-08-27 08:17:00"
"4581","20151727081750-912","2015-07-27 08:17:00"
"4582","20151727091758-4","2015-06-27 09:17:00"
"4583","20151727101705-938","2015-08-27 10:17:00"
"4584","20151727121710-316","2015-07-27 12:17:00"
"4585","20151727121757-443","2015-09-27 12:17:00"
"4586","20151728041704-292","2015-08-28 16:17:00"
"4587","20151728041726-55","2015-12-28 16:17:00"
"4588","20151728051728-164","2015-08-28 17:17:00"
"4589","20151728061713-907","2015-08-28 06:17:00"
"4590","20151728071725-829","2015-06-28 07:17:00"
"4591","20151728091731-964","2015-09-28 21:17:00"
"4592","20151728101733-413","2015-06-28 10:17:00"
"4593","20151728111711-22","2015-07-28 11:17:00"
"4594","20151728111728-645","2015-09-28 11:17:00"
"4595","20151729021710-317","2015-07-29 02:17:00"
"4596","20151729021748-498","2015-09-29 14:17:00"
"4597","20151729031705-203","2015-06-29 03:17:00"
"4598","20151729031712-712","2015-08-29 03:17:00"
"4599","20151729051737-48","2015-09-29 17:17:00"
"4600","20151729051759-488","2015-08-29 17:17:00"
"4601","20151729071706-182","2015-11-29 07:17:00"
"4602","20151729071748-127","2015-07-29 07:17:00"
"4603","20151729091748-733","2015-07-29 09:17:00"
"4604","20151729091750-316","2015-06-29 09:17:00"
"4605","20151729111740-777","2015-07-29 23:17:00"
"4606","20151730011702-213","2015-07-30 01:17:00"
"4607","20151730011708-691","2015-07-30 13:17:00"
"4608","20151730041740-897","2015-08-30 16:17:00"
"4609","20151730051712-404","2015-08-30 05:17:00"
"4610","20151730051757-753","2015-10-30 05:17:00"
"4611","20151730061703-165","2015-07-30 06:17:00"
"4612","20151730081700-38","2015-08-30 08:17:00"
"4613","20151730091712-79","2015-12-30 09:17:00"
"4614","20151730101720-508","2015-07-30 10:17:00"
"4615","20151730111746-390","2015-09-30 11:17:00"
"4616","20151730121753-539","2015-09-30 12:17:00"
"4617","20151730121755-247","2015-06-30 12:17:00"
"4618","20151731021708-898","2015-07-31 14:17:00"
"4619","20151731021746-364","2015-08-31 14:17:00"
"4620","20151731051723-409","2015-07-31 17:17:00"
"4621","20151731051740-917","2015-07-31 17:17:00"
"4622","20151731061717-691","2015-07-31 06:17:00"
"4623","20151731081719-311","2015-07-31 08:17:00"
"4624","20151731081743-297","2015-10-31 08:17:00"
